Rank,URL,Title,Country,Air Date,Time Slot,Episodes,Runtime,Network,Director,Writer,Leads,Leads_Likes,Leads_Max,Score,Voter,Watchers,Genre,Tag
1265,https://mydramalist.com/32444-the-banker/cast,The Banker, South Korea ," Mar 27, 2019 - May 16, 2019"," Wednesday, Thursday", 32, 35 min.,MBC,/people/26805-lee-jae-jin,/people/23572-bae-sang-wook,"/people/1596-kim-sang-joong, /people/1276-chae-shi-ra, /people/2487-yoo-dong-geun, /people/4473-kim-tae-woo",167.0,331,7.6,217,944,"Business, Drama, Political","Adapted From A Manga, Workplace Setting, Bank Setting, Accountant Male Lead, Office Worker Male Lead, Hardship, Mature Female Lead, Sincere Male Lead, Honest Male Lead, Competent Female Lead"
1266,https://mydramalist.com/33267-what-s-your-blood-type/cast,What's Your Blood Type?, South Korea ," May  3, 2016",n/a, 7, 2 min.,n/a,n/a,n/a,"/people/2374-go-kyung-pyo, /people/4837-kim-seul-gi, /people/1122-oh-ji-ho, /people/8506-jo-bok-rae",1465.25,3008,7.6,379,940,Comedy,"Miniseries, Web Series, Sketch Comedy, Short Length Series"
1267,https://mydramalist.com/681629-back-to-the-2008/cast,Back to the 2008, South Korea ," Jan  7, 2021 - Mar 11, 2021", Thursday, 10, 10 min.,n/a,/people/62175-go-nak-gyun,n/a,"/people/16978-xi-heon, /people/28483-lee-gu-seul, /people/33393-baek-jae-woo, /people/67433-yoon-eun-seo, /people/45377-kwon-ah-reum",31.4,109,7.4,273,938,"Romance, Youth","Short Length Series, 2000s, Miniseries, Web Series"
1268,https://mydramalist.com/733339-anna-extended-version/cast,Anna: Extended Version, South Korea ," Aug 12, 2022", Friday, 8, 60 min.,n/a,/people/30183-lee-joo-young,/people/30183-lee-joo-young,/people/422-suzy,8174.0,8174,7.9,284,934,"Thriller, Drama","Miniseries, Web Series, Adapted From A Novel, Suspense"
1269,https://mydramalist.com/683959-youtuber-class/cast,Youtuber Class Season 1, South Korea ," Dec 27, 2020 - Jan 17, 2021", Sunday, 4, 11 min.,"Naver TV Cast, vLive",n/a,n/a,"/people/27333-oh-hyun-joong, /people/23780-park-chae-rin, /people/30609-jae-chan, /people/30611-munik",205.5,728,7.5,293,934,"Life, Youth","High School, Web Series, Student, YouTuber Male Lead, YouTuber Female Lead, Teacher Supporting Character, Short Length Series, Chasing A Dream, Miniseries, School"
1270,https://mydramalist.com/79797-be-a-meal/cast,A Good Supper, South Korea ," Jan 11, 2021 - Jul  1, 2021"," Monday, Tuesday, Wednesday, Thursday, Friday", 120, 30 min.,MBC,/people/16186-baek-ho-min,/people/28447-ha-chung-ok,"/people/3381-hyo-young, /people/866-jae-hee, /people/47275-kwon-hyuk, /people/17585-kang-da-hyun",112.0,271,6.3,228,931,"Romance, Drama, Family","Nice Male Lead, Friendship, Food, Brother-Sister Relationship, Cooking, Childhood Friends' Relationship, Best Friends' Relationship, Restaurant Setting, Countryside Setting, Death Of A Mother"
1271,https://mydramalist.com/8243-infinite-power/cast,Infinite Power, South Korea ," Nov 12, 2013 - Nov 26, 2013", Tuesday, 6, 15 min.,CGV,/people/20991-park-chan-yool,n/a,"/people/345-im-seul-ong, /people/4837-kim-seul-gi, /people/7504-woo-hee",1126.0,3008,7.1,289,929,"Romance, Life, Youth","Share House, Adapted From A Manhwa, Housemates' Relationship, Short Length Series, Miniseries"
1272,https://mydramalist.com/55677-dangerous-promise/cast,Fatal Promise, South Korea ," Mar 30, 2020 - Aug 28, 2020"," Monday, Tuesday, Wednesday, Thursday, Friday", 104, 36 min.,KBS2,/people/17409-kim-shin-il,/people/28393-ma-joo-hee,"/people/8566-park-ha-na, /people/4635-go-se-won, /people/1712-kang-sung-min, /people/4550-park-young-rin, /people/8082-lee-chang-wook",77.2,205,7.1,189,925,"Romance, Drama, Family, Melodrama","Strong Female Lead, Revenge, Nice Male Lead, Conglomerate, Death Of A Mother, Doctor Female Lead, Death Of A Father, Promise, Supportive Parent, Flashback To Past"
1273,https://mydramalist.com/3693-foolish-mom/cast,Foolish Mom, South Korea ," Mar 17, 2012 - May 20, 2012"," Saturday, Sunday", 20, 1 hr. 5 min.,SBS,/people/21665-lee-dong-hun,/people/23551-park-kye-ok,"/people/1277-ha-hee-ra, /people/286-shin-hyun-joon, /people/848-kim-hyun-joo",270.0,580,7.4,237,923,"Comedy, Drama, Family, Melodrama",
1274,https://mydramalist.com/49497-22-flower-road/cast,22 Flower Road, South Korea ," Nov  5, 2019 - Jan 21, 2020", Tuesday, 12, 20 min.,n/a,n/a,n/a,"/people/21066-kim-ye-eun, /people/15953-kang-yul, /people/18597-hong-bi-ra, /people/34995-jeong-soo-hyun",92.5,275,7.6,296,920,"Romance, Youth, Drama","Housemates' Relationship, Chasing A Dream, Share House, Cohabitation, Web Series, Multiple Couples, Love/Hate Relationship, First Love, Love Triangle, Friendship"
1275,https://mydramalist.com/61073-don-t-lose-up-your-mind/cast,Hanging On, South Korea ," Aug  7, 2020 - Sep 19, 2020"," Friday, Saturday", 10, 30 min.,jTBC,/people/46989-oh-kwan-jin,/people/46953-jung-soo-hyun,"/people/6024-jung-sang-hoon, /people/43243-lee-hyun-yi, /people/16803-wei, /people/12046-lee-soo-min, /people/18597-hong-bi-ra, /people/5523-son-se-bin, /people/15624-kwon-hyun-bin",149.28571428571428,317,7.8,210,920,"Comedy, Romance, Sitcom","Family Relationship, Multiple Mains, Brother-Sister Relationship, Miniseries, Web Series, Student, Adapted From A Webtoon"
1276,https://mydramalist.com/25403-first-love-story-season-2/cast,First Love Story Season 2, South Korea ," Aug 23, 2017 - Sep 13, 2017",n/a, 6, 6 min.,n/a,n/a,n/a,"/people/15418-jo-ha-seul, /people/15419-jun-hee-jin, /people/15420-kim-hyun-jin, /people/22274-choi-dae-soo, /people/22275-kim-jong-hun",39.6,70,7.4,426,914,"Romance, Youth","Short Length Series, Miniseries, Web Series, University, Multiple Mains, Student, School, Friendship"
1277,https://mydramalist.com/4817-my-love-madame-butterfly/cast,"My Love, Madame Butterfly", South Korea ," Oct  6, 2012 - Apr  7, 2013"," Saturday, Sunday", 51, 1 hr. 5 min.,SBS,/people/17995-lee-chang-min,/people/22739-moon-eun-ah,"/people/835-yum-jung-ah, /people/670-park-yong-woo, /people/296-kim-sung-soo, /people/1068-yoon-se-ah",202.0,450,7.1,263,911,"Romance, Drama, Family","Cohabitation, Multiple Couples, Riches To Rags"
1278,https://mydramalist.com/39471-triple-fling-season-2/cast,Triple Fling Season 2, South Korea ," Aug  1, 2019 - Sep 19, 2019", Saturday, 8, 10 min.,n/a,n/a,n/a,"/people/29895-woo-da-bi, /people/19883-son-sang-yeon, /people/27249-bae-in-hyuk, /people/29915-choi-woo-seong",568.0,1483,7.4,214,908,"Comedy, Romance, Youth","Teenager Supporting Character, Teenager Female Lead, Teenager Male Lead, Short Length Series, Reverse-Harem, Miniseries, High School, Love Square, Web Series, Student"
1279,https://mydramalist.com/680351-three-hundred-years-old-20-students/cast,300 Year-Old Class of 2020, South Korea ," Dec 21, 2020 - Dec 28, 2020"," Monday, Wednesday, Friday", 6, 15 min.,"Daum Kakao TV, Naver TV Cast",n/a,/people/42267-hwang-da-seul,"/people/42257-choi-ji-soo, /people/16415-steven-sanghyun-noh, /people/18156-lee-se-jin, /people/54615-kong-jae-hyun",265.75,679,7.4,271,908,"Historical, Comedy, Fantasy","Miniseries, Web Series, Short Length Series, Scholar Male Lead, Naive Male Lead, Time Travel, Friendship, Best Friends' Relationship, Ignorant Male Lead, Slight Romance"
1280,https://mydramalist.com/23461-single-wife/cast,Single Wife, South Korea ," Aug 23, 2017 - Sep 28, 2017"," Wednesday, Thursday", 12, 45 min.,DramaX,/people/95783-jung-yoon-soo,n/a,"/people/2560-kwak-hee-sung, /people/2886-uhm-hyun-kyung, /people/6866-sung-hyuk",149.0,192,6.9,151,908,"Comedy, Romance, Drama",
1281,https://mydramalist.com/63611-today-office-tomorrow-romance/cast,Today Office Tomorrow Romance, South Korea ," Jul  1, 2020 - Aug  5, 2020", Wednesday, 10, 10 min.,n/a,/people/19001-hwang-gyeong-seong,/people/19001-hwang-gyeong-seong,"/people/12212-chanmi, /people/16304-park-sung-woo",50.0,63,7.2,372,907,"Romance, Drama","Workplace Setting, Short Length Series, Workplace Romance, Office Worker, Miniseries, Web Series"
1282,https://mydramalist.com/17379-hello-spring/cast,"Hello, Spring", South Korea ," May  7, 2015 - May 21, 2015",n/a, 4, 13 min.,KBS1,n/a,n/a,"/people/8110-se-mi, /people/13066-lee-ho, /people/14472-song-kang",1550.6666666666667,4602,7.0,144,904,"Comedy, Romance","Miniseries, Short Length Series, Awkward Female Lead, School"
1283,https://mydramalist.com/3917-immortal-classic/cast,Immortal Classic, South Korea ," Mar 17, 2012 - May 20, 2012"," Saturday, Sunday", 20, 1 hr. 5 min.,Channel A,/people/21099-kim-sang-rae,/people/21076-kim-shin-hye,"/people/499-park-sun-young, /people/793-im-ye-jin, /people/1337-han-jae-suk, /people/1659-go-doo-shim",115.75,172,7.3,305,903,"Food, Business, Comedy, Romance","Restaurant Setting, Traditional Medicine, Tradition, Ambition, Family Relationship, Slice Of Life, Mother-Daughter Relationship, Death, Cooking, Competition"
1284,https://mydramalist.com/30491-remember-hari/cast,"Remember, Hari", South Korea ," Aug  2, 2018 - Sep  7, 2018"," Thursday, Friday", 12, 18 min.,Tooniverse,n/a,n/a,"/people/23146-park-ji-ye, /people/19782-lee-hyun-jun, /people/17494-lee-dong-gil",22.666666666666668,48,7.6,257,901,"Mystery, Horror, Romance, Supernatural","Warm Female Lead, Shy Male Lead, High School, Transfer Student, Web Series, Ghost, Love Triangle, Investigation, Youth, School"
1285,https://mydramalist.com/14970-losstimelife/cast,Loss:Time:Life, South Korea ," Jul  9, 2015 - Jul 16, 2015", Thursday, 9, 15 min.,Naver TV Cast,/people/16054-hong-jong-chan,n/a,"/people/10732-seung-hee, /people/2387-lee-il-hwa",183.5,337,7.0,230,897,"Comedy, Life, Supernatural","MDL Remake, Short Length Series, Miniseries, Web Series, Idol Actor"
1286,https://mydramalist.com/712413-love-twist/cast,Love Twist, South Korea ," Dec 13, 2021 - May 20, 2022"," Monday, Tuesday, Wednesday, Thursday, Friday", 103, 35 min.,KBS2,/people/22005-kim-won-yong,/people/22008-lee-eun-joo,"/people/254-ham-eun-jung, /people/18058-kim-jin-yeop, /people/4086-hwang-shin-hye, /people/3484-yoon-da-hoon, /people/1783-shim-hye-jin, /people/3247-son-sung-yoon, /people/4985-jang-se-hyun",93.85714285714286,296,7.2,163,889,"Family, Melodrama",Family Relationship
1287,https://mydramalist.com/16175-the-1km-distance-between-us/cast,The 1km Distance Between Us, South Korea ," Dec 10, 2015 - Feb 25, 2016", Thursday, 12, 10 min.,Naver TV Cast,n/a,n/a,"/people/5142-kim-dong-hyun, /people/1984-hong-soo-ah",74.5,115,7.0,209,885,"Comedy, Romance","Innocent Male Lead, Mobile App, Web Series, Nice Male Lead, Awkward Male Lead, Fluffy, Short Length Series, Slow Burn Romance, Naive Female Lead, Adult Romance"
1288,https://mydramalist.com/24659-idol-fever/cast,Idol Fever, South Korea ," Jul  7, 2017 - Jul 17, 2017",n/a, 10, 15 min.,Naver TV Cast,"/people/21292-yoon-sung-ho, /people/21308-park-hyun-jin",n/a,"/people/11948-choi-yoo-jung, /people/15689-kim-do-yeon, /people/15882-cha-in-ha, /people/15883-ji-gun-woo, /people/15884-eun-hae-sung, /people/15885-yoon-jung-hyuk, /people/15886-kim-hyun-seo",151.14285714285714,489,6.9,146,882,"Comedy, Romance, Drama, Melodrama","Short Length Series, Miniseries, Mistaken Identity, Web Series"
1289,https://mydramalist.com/13484-love-on-a-rooftop/cast,Love on a Rooftop, South Korea ," Apr  6, 2015 - Aug 21, 2015"," Monday, Tuesday, Wednesday, Thursday, Friday", 101, 35 min.,KBS2,/people/77033-choi-ji-yeong,"/people/28395-choi-min-ki, /people/29097-kim-ji-wan","/people/1585-im-se-mi, /people/1779-park-jin-woo, /people/254-ham-eun-jung",302.0,543,6.9,257,880,"Romance, Drama, Family, Melodrama","Family Relationship, Enemies To Lovers, Strong Female Lead, Nice Male Lead"
1290,https://mydramalist.com/54883-big-picture-house/cast,Big Picture House, South Korea ," Mar 13, 2020 - Apr 19, 2020"," Friday, Sunday", 12, 9 min.,Naver TV Cast,/people/97165-hong-chung-gi,n/a,"/people/7600-kim-jae-hyun, /people/10002-yuna, /people/14540-lee-seung-hyub, /people/24073-kim-doo-ri, /people/29167-choi-jung-woo",155.4,383,7.4,211,877,"Music, Romance, Youth, Drama","Housemates' Relationship, Idol Female Lead, Idol Male Lead, Short Length Series, Chasing A Dream, Past Failure, Multiple Mains, Share House, Tsundere, Web Series"
1291,https://mydramalist.com/12000-doll-house/cast,Doll House, South Korea ," Nov 16, 2014 - Nov 28, 2014"," Monday, Tuesday, Wednesday, Thursday, Friday", 12, 7 min.,Naver TV Cast,/people/22944-kim-sang-hwi,n/a,"/people/3139-jung-hee-chul, /people/5276-sun-joo-ah",22.0,31,6.6,321,874,"Thriller, Mystery, Horror, Drama","Housemates' Relationship, Professor Supporting Character, Housekeeper Female Lead, Memory Manipulation, Fake Sibling, Attempted Murder, Fake Daughter, Trauma, Death, Web Series"
1292,https://mydramalist.com/44935-down-the-flower-path/cast,Unasked Family, South Korea ," Oct 28, 2019 - Apr 17, 2020"," Monday, Tuesday, Wednesday, Thursday, Friday", 123, 30 min.,KBS1,/people/35631-park-ki-hyun,n/a,"/people/1210-choi-yoon-so, /people/11133-seol-jung-hwan, /people/1705-shim-ji-ho, /people/8680-jung-yoo-min",82.25,111,7.5,258,871,"Comedy, Romance, Drama","Orphan Male Lead, Heart Surgery, Optimistic Male Lead, Jealousy, Misunderstanding, Love Triangle, Time Skip, Cardiovascular Disease, Death Of A Husband, Death Of A Mother"
1293,https://mydramalist.com/40191-flat/cast,Flat, South Korea ," Jul 14, 2017 - Aug 30, 2017",n/a, 8, 6 min.,n/a,/people/49551-kim-joon-mo,n/a,"/people/21678-song-geon-hee, /people/21423-jung-hye-rin",156.0,258,7.8,238,871,"Romance, Life, Youth","Male Chases Female First, Nice Male Lead, First Love, Miniseries, Coming Of Age, Older Woman/Younger Man, Short Length Series, High School To College, Past And Present, Different Timelines"
1294,https://mydramalist.com/26062-enemies-from-the-past/cast,Enemies from the Past, South Korea ," Nov 27, 2017 - Jun  1, 2018"," Monday, Tuesday, Wednesday, Thursday, Friday", 123, 35 min.,MBC,/people/16315-kim-heung-dong,/people/16314-kim-ji-eun,"/people/1850-choi-yoon-young, /people/4510-gu-won, /people/16309-go-na-yeon, /people/859-ahn-jae-mo",69.75,134,7.7,204,870,"Romance, Family, Melodrama","Hardworking Female Lead, Soap Opera, Father-Daughter Relationship"
1295,https://mydramalist.com/22683-mask/cast,Mask, South Korea ," Mar 24, 2017 - Apr  5, 2017"," Monday, Tuesday, Wednesday, Thursday, Friday", 10, 15 min.,Naver TV Cast,n/a,n/a,"/people/10288-jung-hwa, /people/1899-kim-jin-woo, /people/44079-shim-ji-soo",105.33333333333333,259,6.8,154,860,"Romance, Supernatural","Idol Female Lead, Hidden Identity, Body Transformation, Web Series, Double Identity, Nice Male Lead, Patissier Male Lead, Secret Crush, Doppelganger, Secret Relationship"
1296,https://mydramalist.com/698837-without-blood-or-tears/cast,Red Shoes, South Korea ," Jul  5, 2021 - Dec 10, 2021"," Monday, Tuesday, Wednesday, Thursday, Friday", 100, 35 min.,KBS2,/people/35631-park-ki-hyun,/people/28587-hwang-soon-young,"/people/3645-choi-myung-gil, /people/443-so-yi-hyun, /people/2662-park-yoon-jae, /people/8680-jung-yoo-min, /people/24083-shin-jung-yoon",92.2,242,6.6,196,854,"Romance, Drama, Family, Melodrama","Soap Opera, Selfish Mother, Revenge, Greed, Rich Man/Poor Woman, Female Centered Plot, Death Of A Mother, Death Of A Father, Selfish Female Lead, First Love Returns"
1297,https://mydramalist.com/6062-play-guide/cast,Play Guide, South Korea ," Jan 25, 2013 - Feb 22, 2013", Saturday, 5, 10 min.,tvN,n/a,n/a,"/people/616-son-dam-bi, /people/1683-park-min-woo",271.0,365,7.0,179,852,"Comedy, Romance","Short Length Series, Miniseries"
1298,https://mydramalist.com/24397-bravo-my-life/cast,Bravo My Life, South Korea ," Oct 21, 2017 - Feb  3, 2018", Saturday, 56, 30 min.,SBS,/people/28283-jung-hyo,/people/16305-jung-ji-woo,"/people/2423-do-ji-won, /people/1902-park-sang-min, /people/671-yeon-jung-hoon, /people/196-jung-yoo-mi, /people/328-hyun-woo, /people/1640-kang-ji-sub",247.16666666666666,522,7.5,200,850,"Drama, Family","Assistant Director Female Lead, Producer Male Lead, Hotelier Supporting Character, Chairman/Chairwoman Supporting Character, Chairman Male Lead, Singer Supporting Character, Actor Male Lead, Entertainment Industry, Multiple Mains, Older Woman/Younger Man"
1299,https://mydramalist.com/27130-mysterious-personal-shopper/cast,Mysterious Personal Shopper, South Korea ," Feb 26, 2018 - Jul 20, 2018"," Monday, Tuesday, Wednesday, Thursday, Friday", 103, 40 min.,KBS2,n/a,"/people/6506-kim-ye-na, /people/22964-lee-jung-dae","/people/3645-choi-myung-gil, /people/8566-park-ha-na, /people/1429-wang-bit-na, /people/10226-lee-eun-hyung, /people/1904-han-sang-jin",103.8,205,7.1,222,849,"Mystery, Melodrama","Positive Female Lead, Rich Female Lead, Soap Opera, Betrayal, Revenge, Double Identity, Investigation, Family, Friendship"
1300,https://mydramalist.com/21467-banana-actually/cast,Banana Actually, South Korea ," Dec 22, 2015",n/a, 8, 2 min.,Naver TV Cast,n/a,n/a,"/people/18291-ahn-seung-hwan, /people/7934-ji-eun-sung, /people/10012-park-jung-yoon, /people/14904-kim-so-ra",35.75,62,7.5,417,844,"Comedy, Romance, Life","Miniseries, Web Series, Multiple Couples, Dating Expert, Drinking, Nice Female Lead, One-night Stand, Sexual Content, Strong Female Lead, Nice Male Lead"
1301,https://mydramalist.com/29126-between-friendship-and-love-2/cast,Between Friendship and Love  2, South Korea ," Aug 18, 2017 - Sep 29, 2017",n/a, 12, 6 min.,"Naver TV Cast, vLive",/people/50015-han-soo-ji,n/a,"/people/5436-kang-min-ah, /people/10036-choi-won-myung",498.0,926,7.4,323,844,"Comedy, Romance","Short Length Series, Break Up, Steamy Kiss, Friends To Lovers, Web Series, Friendship"
1302,https://mydramalist.com/11556-you-are-the-only-one/cast,You Are The Only One, South Korea ," Nov 24, 2014 - May  8, 2015"," Monday, Tuesday, Wednesday, Thursday, Friday", 120, 35 min.,KBS1,/people/22513-jin-hyung-wook,/people/21125-go-bong-hwang,"/people/2378-han-chae-ah, /people/6866-sung-hyuk, /people/7471-ji-joo-yeon",140.33333333333334,227,7.3,213,837,"Romance, Drama, Family",
1303,https://mydramalist.com/31419-farming-academy/cast,Farming Academy, South Korea ," Mar 30, 2019 - Apr  6, 2019", Saturday, 4, 50 min.,SBS,n/a,n/a,"/people/4446-yoon-bo-mi, /people/6853-lee-tae-hwan, /people/4971-lee-min-ji",763.3333333333334,1911,7.3,152,828,"Romance, Life, Youth","Agriculture Industry, Farm Setting, Countryside Setting, Farming, University, Miniseries, Student, School, Friendship"
1304,https://mydramalist.com/65461-finally-stained/cast,The Colors of Our Time, South Korea ," Jul 30, 2020 - Aug 20, 2020", Thursday, 4, 15 min.,Naver TV Cast,n/a,n/a,"/people/13648-lee-hyun-joo, /people/36335-mun-sang-min",283.5,450,7.5,221,826,"Romance, Life","Writer Female Lead, Short Length Series, Miniseries, Web Series, Seaside Setting, Photographer Male Lead, Photography, Height Difference, Friendship, Young Adult Female Lead"
1305,https://mydramalist.com/713813-new-normal-gene/cast,New Normal Zine, South Korea ," Jun 10, 2022 - Jul 15, 2022", Friday, 12, 20 min.,n/a,/people/36087-choi-sun-mi,/people/36087-choi-sun-mi,"/people/8032-jung-hye-sung, /people/8470-hwang-seung-eon, /people/20269-jang-eui-soo",642.6666666666666,846,7.1,136,824,Drama,"Workplace Setting, Editor Female Lead, Workplace Romance, LGBTQ+, Romance"
